Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
1.42,-0.1,-0.03,-0.08,0.13,-79.86,-4.61,-9.01,-0.16,-0.08,0.98,1,0,79.11,,,,,,,Random,N/A
1.43,-0.05,-0.02,-0.02,0.06,-85.09,-3.98,-2.87,-0.05,-0.07,1,1,0,52.14,,,,,,,Random,N/A
1.44,0.06,-0.01,-0.08,0.1,-84,2.06,-5.63,-0.1,0.04,0.99,1,0,45.6,,,,,,,Random,N/A
1.45,0.15,-0.02,-0.11,0.19,-83.15,1.74,-6.62,-0.12,0.03,0.99,1,0,47.46,,,,,,,Random,N/A
1.46,0.08,-0.04,-0.12,0.14,-81.21,0.24,-8.78,-0.15,0,0.99,1,0,46.34,,,,,,,Random,N/A
1.47,0.07,-0.05,-0.08,0.12,-80.35,1.46,-9.54,-0.17,0.03,0.99,1,0,46.89,,,,,,,Random,N/A
1.48,0.01,-0.04,-0.05,0.06,-80.09,2.89,-9.47,-0.16,0.05,0.99,1,0,48.17,,,,,,,Random,N/A
1.49,-0.04,-0.03,0.01,0.05,-80.18,3.28,-9.25,-0.16,0.06,0.99,1,0,48.3,,,,,,,Random,N/A
1.5,-0.09,0.01,0.05,0.1,-80.58,3.54,-8.72,-0.15,0.06,0.99,1,0,46.22,,,,,,,Random,N/A
1.51,-0.08,-0.03,0.03,0.09,-80.84,3.97,-8.24,-0.14,0.07,0.99,1,0,44.22,,,,,,,Random,N/A
1.52,-0.07,-0.04,0.04,0.09,-80.82,4.76,-7.82,-0.14,0.08,0.99,1,0,45.27,,,,,,,Random,N/A
1.53,-0.11,-0.01,0.02,0.11,-80.44,5.66,-7.68,-0.13,0.1,0.99,1,0,50.33,,,,,,,Random,N/A
1.54,-0.02,0,-0.03,0.04,-79.63,6.87,-7.73,-0.13,0.12,0.98,1,0,57.85,,,,,,,Random,N/A
1.55,-0.01,0.03,-0.1,0.11,-78.47,7.46,-8.74,-0.15,0.13,0.98,1,0,62.88,,,,,,,Random,N/A
1.56,0.01,0,-0.15,0.15,-77.6,7.81,-9.57,-0.17,0.14,0.98,1,0,61.87,,,,,,,Random,N/A
1.57,-0.01,-0.03,-0.2,0.2,-76.71,7.62,-10.83,-0.19,0.13,0.97,1,0,58.43,,,,,,,Random,N/A
1.58,0.03,-0.04,-0.19,0.19,-75.67,7.96,-11.84,-0.21,0.14,0.97,1,0,56.25,,,,,,,Random,N/A
1.59,0.01,-0.03,-0.15,0.15,-74.9,8.37,-12.48,-0.22,0.15,0.97,1,0,56.03,,,,,,,Random,N/A
1.6,0,-0.02,-0.12,0.12,-73.74,10.84,-11.97,-0.21,0.19,0.96,1,0,63.36,,,,,,,Random,N/A
1.61,-0.05,-0.03,-0.14,0.15,-73.12,11.72,-11.97,-0.21,0.2,0.96,1,0,68.94,,,,,,,Random,N/A
1.62,-0.1,-0.02,-0.1,0.14,-73.78,11.92,-10.84,-0.19,0.21,0.96,1,0,74.62,,,,,,,Random,N/A
1.63,-0.1,-0.11,-0.1,0.18,-74.57,12.22,-9.27,-0.16,0.21,0.96,1,0,79.85,,,,,,,Random,N/A
1.64,-0.09,-0.05,-0.05,0.11,-74.99,12.85,-7.63,-0.13,0.22,0.97,1,0,81.73,,,,,,,Random,N/A
1.65,-0.03,0,-0.07,0.08,-74.97,13.39,-6.71,-0.12,0.23,0.97,1,0,79.07,,,,,,,Random,N/A
1.66,-0.03,-0.01,-0.11,0.11,-73.56,14.87,-6.87,-0.12,0.26,0.96,1,0,74.59,,,,,,,Random,N/A
1.67,-0.01,-0.05,-0.1,0.12,-72.43,15.74,-7.6,-0.13,0.27,0.95,1,0,67.91,,,,,,,Random,N/A
1.68,0.02,-0.03,-0.12,0.12,-72.5,15.61,-7.71,-0.13,0.27,0.95,1,0,60.88,,,,,,,Random,N/A
1.69,0.08,-0.07,-0.17,0.2,-72.91,15.22,-7.6,-0.13,0.26,0.96,1,0,55.86,,,,,,,Random,N/A
1.7,0.09,-0.05,-0.21,0.24,-73.66,14.42,-7.52,-0.13,0.25,0.96,1,0,50.84,,,,,,,Random,N/A
1.71,0.09,-0.03,-0.21,0.23,-73.13,15.3,-6.93,-0.12,0.26,0.96,1,0,49.19,,,,,,,Random,N/A
1.72,0.03,-0.05,-0.28,0.28,-71.53,17.18,-6.58,-0.11,0.3,0.95,1,0,41.02,,,,,,,Random,N/A
1.73,0,-0.07,-0.23,0.24,-72.57,16.37,-5.81,-0.1,0.28,0.95,1,0,33.05,,,,,,,Random,N/A
1.74,-0.05,-0.04,-0.25,0.26,-74.65,14.38,-5.26,-0.09,0.25,0.96,1,0,30.21,,,,,,,Random,N/A
1.75,-0.08,-0.06,-0.22,0.24,-71.71,17.44,-5.32,-0.09,0.3,0.95,1,0,29.43,,,,,,,Random,N/A
1.76,-0.11,-0.11,-0.21,0.26,-73.89,15.49,-4.33,-0.08,0.27,0.96,1,0,31.28,,,,,,,Random,N/A
1.77,-0.04,-0.1,-0.14,0.18,-73.4,16,-4.29,-0.07,0.28,0.96,1,0,28.63,,,,,,,Random,N/A
1.78,-0.02,-0.09,-0.07,0.12,-73.86,15.52,-4.34,-0.08,0.27,0.96,1,0,23.66,,,,,,,Random,N/A
1.79,0.08,-0.06,-0.08,0.13,-73.12,16.17,-4.71,-0.08,0.28,0.96,1,0,20.9,,,,,,,Random,N/A
1.8,0.05,-0.01,-0.06,0.08,-72.46,16.53,-5.7,-0.1,0.28,0.95,1,0,18.93,,,,,,,Random,N/A
1.81,0.07,-0.03,-0.06,0.1,-72.19,16.78,-5.8,-0.1,0.29,0.95,1,0,19.57,,,,,,,Random,N/A
1.82,0.13,-0.04,-0.03,0.14,-72.56,16.51,-5.45,-0.1,0.28,0.95,1,0,20.84,,,,,,,Random,N/A
1.83,0.17,0.02,-0.09,0.19,-72.63,16.73,-4.54,-0.08,0.29,0.95,1,0,21.26,,,,,,,Random,N/A
1.84,0.2,0.05,-0.06,0.21,-72.44,17.08,-3.95,-0.07,0.29,0.95,1,0,21.44,,,,,,,Random,N/A
1.85,0.18,0.06,0,0.19,-72.74,16.82,-3.75,-0.07,0.29,0.95,1,0,20.27,,,,,,,Random,N/A
1.86,0.21,0.05,-0.06,0.22,-72.25,17.28,-3.94,-0.07,0.3,0.95,1,0,18.16,,,,,,,Random,N/A
1.87,0.15,0.01,-0.02,0.15,-71.44,18.13,-3.82,-0.07,0.31,0.95,1,0,16.63,,,,,,,Random,N/A
1.88,0.16,-0.01,-0.09,0.18,-70.59,18.98,-3.94,-0.07,0.33,0.94,1,0,14.86,,,,,,,Random,N/A
1.89,0.16,0.01,-0.02,0.16,-69.05,20.48,-4.23,-0.07,0.35,0.93,1,0,14.08,,,,,,,Random,N/A
1.9,0.16,0.01,-0.03,0.16,-67.32,22.13,-4.72,-0.08,0.38,0.92,1,0,15.99,,,,,,,Random,N/A
1.91,0.11,0.01,-0.07,0.14,-66.44,23.01,-4.78,-0.08,0.39,0.92,1,0,19.73,,,,,,,Random,N/A
1.92,0.08,-0.03,-0.12,0.15,-65.31,24,-5.43,-0.09,0.41,0.91,1,0,24.5,,,,,,,JStroke,Correct
1.93,0.09,-0.09,-0.19,0.23,-64.32,24.92,-5.8,-0.1,0.42,0.9,1,0,30.35,,,,,,,JStroke,Correct
1.94,-0.02,-0.14,-0.16,0.21,-66.07,23.22,-5.45,-0.09,0.39,0.91,1,0,35.43,,,,,,,JStroke,Correct
